"huc8","name","date","none","d0x","d1x","d2x","d3x","d4x"
"03010201","Nottoway",2013-04-09,100,0,0,0,0,0
"03010201","Nottoway",2013-04-16,100,0,0,0,0,0
"03010201","Nottoway",2013-04-23,100,0,0,0,0,0
"03010201","Nottoway",2013-04-30,100,0,0,0,0,0
"03010201","Nottoway",2013-05-07,100,0,0,0,0,0
"03010201","Nottoway",2013-05-14,100,0,0,0,0,0
"03010201","Nottoway",2013-05-21,100,0,0,0,0,0
"03010201","Nottoway",2013-05-28,100,0,0,0,0,0
"03010201","Nottoway",2013-06-04,100,0,0,0,0,0
"03010201","Nottoway",2013-06-11,100,0,0,0,0,0
"03010201","Nottoway",2013-06-18,100,0,0,0,0,0
"03010201","Nottoway",2013-06-25,100,0,0,0,0,0
"03010201","Nottoway",2013-07-02,100,0,0,0,0,0
"03010201","Nottoway",2013-07-09,100,0,0,0,0,0
"03010201","Nottoway",2013-07-16,100,0,0,0,0,0
"03010201","Nottoway",2013-07-23,100,0,0,0,0,0
"03010201","Nottoway",2013-07-30,100,0,0,0,0,0
"03010201","Nottoway",2013-08-06,100,0,0,0,0,0
"03010201","Nottoway",2013-08-13,100,0,0,0,0,0
"03010201","Nottoway",2013-08-20,100,0,0,0,0,0
"03010201","Nottoway",2013-08-27,100,0,0,0,0,0
"03010201","Nottoway",2013-09-03,100,0,0,0,0,0
"03010201","Nottoway",2013-09-10,100,0,0,0,0,0
"03010201","Nottoway",2013-09-17,100,0,0,0,0,0
"03010201","Nottoway",2013-09-24,100,0,0,0,0,0
"03010201","Nottoway",2013-10-01,5.29,94.71,0,0,0,0
"03010201","Nottoway",2013-10-08,5.29,94.71,0,0,0,0
"03010201","Nottoway",2013-10-15,100,0,0,0,0,0
"03010201","Nottoway",2013-10-22,100,0,0,0,0,0
"03010201","Nottoway",2013-10-29,100,0,0,0,0,0
"03010201","Nottoway",2013-11-05,100,0,0,0,0,0
"03010201","Nottoway",2013-11-12,70.73,29.27,0,0,0,0
"03010201","Nottoway",2013-11-19,3.1,96.9,0,0,0,0
"03010201","Nottoway",2013-11-26,3.1,96.9,0,0,0,0
"03010201","Nottoway",2013-12-03,70.52,29.48,0,0,0,0
"03010201","Nottoway",2013-12-10,70.52,29.48,0,0,0,0
"03010201","Nottoway",2013-12-17,71.99,28.01,0,0,0,0
"03010201","Nottoway",2013-12-24,100,0,0,0,0,0
"03010201","Nottoway",2013-12-31,100,0,0,0,0,0
"03010201","Nottoway",2014-01-07,100,0,0,0,0,0
"03010201","Nottoway",2014-01-14,100,0,0,0,0,0
"03010201","Nottoway",2014-01-21,100,0,0,0,0,0
"03010201","Nottoway",2014-01-28,100,0,0,0,0,0
"03010201","Nottoway",2014-02-04,100,0,0,0,0,0
"03010201","Nottoway",2014-02-11,100,0,0,0,0,0
"03010201","Nottoway",2014-02-18,100,0,0,0,0,0
"03010201","Nottoway",2014-02-25,100,0,0,0,0,0
"03010201","Nottoway",2014-03-04,100,0,0,0,0,0
"03010201","Nottoway",2014-03-11,100,0,0,0,0,0
"03010201","Nottoway",2014-03-18,100,0,0,0,0,0
"03010201","Nottoway",2014-03-25,100,0,0,0,0,0
"03010201","Nottoway",2014-04-01,100,0,0,0,0,0
"03010201","Nottoway",2014-04-08,100,0,0,0,0,0
"03010201","Nottoway",2014-04-15,100,0,0,0,0,0
"03010201","Nottoway",2014-04-22,100,0,0,0,0,0
"03010201","Nottoway",2014-04-29,100,0,0,0,0,0
"03010201","Nottoway",2014-05-06,100,0,0,0,0,0
"03010201","Nottoway",2014-05-13,100,0,0,0,0,0
"03010201","Nottoway",2014-05-20,100,0,0,0,0,0
"03010201","Nottoway",2014-05-27,100,0,0,0,0,0
"03010201","Nottoway",2014-06-03,100,0,0,0,0,0
"03010201","Nottoway",2014-06-10,100,0,0,0,0,0
"03010201","Nottoway",2014-06-17,100,0,0,0,0,0
"03010201","Nottoway",2014-06-24,100,0,0,0,0,0
"03010201","Nottoway",2014-07-01,100,0,0,0,0,0
"03010201","Nottoway",2014-07-08,100,0,0,0,0,0
"03010201","Nottoway",2014-07-15,40.34,59.66,0,0,0,0
"03010201","Nottoway",2014-07-22,40.34,59.66,0,0,0,0
"03010201","Nottoway",2014-07-29,45.03,54.97,0,0,0,0
"03010201","Nottoway",2014-08-05,100,0,0,0,0,0
"03010201","Nottoway",2014-08-12,100,0,0,0,0,0
"03010201","Nottoway",2014-08-19,100,0,0,0,0,0
"03010201","Nottoway",2014-08-26,100,0,0,0,0,0
"03010201","Nottoway",2014-09-02,100,0,0,0,0,0
"03010201","Nottoway",2014-09-09,100,0,0,0,0,0
"03010201","Nottoway",2014-09-16,100,0,0,0,0,0
"03010201","Nottoway",2014-09-23,100,0,0,0,0,0
"03010201","Nottoway",2014-09-30,100,0,0,0,0,0
"03010201","Nottoway",2014-10-07,100,0,0,0,0,0
"03010201","Nottoway",2014-10-14,100,0,0,0,0,0
"03010201","Nottoway",2014-10-21,100,0,0,0,0,0
"03010201","Nottoway",2014-10-28,100,0,0,0,0,0
"03010201","Nottoway",2014-11-04,99.65,0.35,0,0,0,0
"03010201","Nottoway",2014-11-11,93.06,6.94,0,0,0,0
"03010201","Nottoway",2014-11-18,93.06,6.94,0,0,0,0
"03010201","Nottoway",2014-11-25,93.06,6.94,0,0,0,0
"03010201","Nottoway",2014-12-02,100,0,0,0,0,0
"03010201","Nottoway",2014-12-09,100,0,0,0,0,0
"03010201","Nottoway",2014-12-16,100,0,0,0,0,0
"03010201","Nottoway",2014-12-23,100,0,0,0,0,0
"03010201","Nottoway",2014-12-30,100,0,0,0,0,0
"03010201","Nottoway",2015-01-06,100,0,0,0,0,0
"03010201","Nottoway",2015-01-13,100,0,0,0,0,0
"03010201","Nottoway",2015-01-20,100,0,0,0,0,0
"03010201","Nottoway",2015-01-27,100,0,0,0,0,0
"03010201","Nottoway",2015-02-03,100,0,0,0,0,0
"03010201","Nottoway",2015-02-10,100,0,0,0,0,0
"03010201","Nottoway",2015-02-17,100,0,0,0,0,0
"03010201","Nottoway",2015-02-24,100,0,0,0,0,0
"03010201","Nottoway",2015-03-03,100,0,0,0,0,0
"03010201","Nottoway",2015-03-10,100,0,0,0,0,0
"03010201","Nottoway",2015-03-17,100,0,0,0,0,0
"03010201","Nottoway",2015-03-24,100,0,0,0,0,0
"03010201","Nottoway",2015-03-31,100,0,0,0,0,0
"03010201","Nottoway",2015-04-07,100,0,0,0,0,0
"03010201","Nottoway",2015-04-14,100,0,0,0,0,0
"03010201","Nottoway",2015-04-21,100,0,0,0,0,0
"03010201","Nottoway",2015-04-28,100,0,0,0,0,0
"03010201","Nottoway",2015-05-05,100,0,0,0,0,0
"03010201","Nottoway",2015-05-12,100,0,0,0,0,0
"03010201","Nottoway",2015-05-19,100,0,0,0,0,0
"03010201","Nottoway",2015-05-26,73.78,26.22,0,0,0,0
"03010201","Nottoway",2015-06-02,44.56,55.44,0,0,0,0
"03010201","Nottoway",2015-06-09,100,0,0,0,0,0
"03010201","Nottoway",2015-06-16,95.41,4.59,0,0,0,0
"03010201","Nottoway",2015-06-23,95.41,4.59,0,0,0,0
"03010201","Nottoway",2015-06-30,100,0,0,0,0,0
"03010201","Nottoway",2015-07-07,100,0,0,0,0,0
"03010201","Nottoway",2015-07-14,100,0,0,0,0,0
"03010201","Nottoway",2015-07-21,100,0,0,0,0,0
"03010201","Nottoway",2015-07-28,100,0,0,0,0,0
"03010201","Nottoway",2015-08-04,100,0,0,0,0,0
"03010201","Nottoway",2015-08-11,100,0,0,0,0,0
"03010201","Nottoway",2015-08-18,100,0,0,0,0,0
"03010201","Nottoway",2015-08-25,57.55,42.45,0,0,0,0
"03010201","Nottoway",2015-09-01,46.34,53.66,0,0,0,0
"03010201","Nottoway",2015-09-08,0,100,0,0,0,0
"03010201","Nottoway",2015-09-15,0,100,0,0,0,0
"03010201","Nottoway",2015-09-22,0,100,0,0,0,0
"03010201","Nottoway",2015-09-29,100,0,0,0,0,0
"03010201","Nottoway",2015-10-06,100,0,0,0,0,0
"03010201","Nottoway",2015-10-13,100,0,0,0,0,0
"03010201","Nottoway",2015-10-20,100,0,0,0,0,0
"03010201","Nottoway",2015-10-27,100,0,0,0,0,0
"03010201","Nottoway",2015-11-03,100,0,0,0,0,0
"03010201","Nottoway",2015-11-10,100,0,0,0,0,0
"03010201","Nottoway",2015-11-17,100,0,0,0,0,0
"03010201","Nottoway",2015-11-24,100,0,0,0,0,0
"03010201","Nottoway",2015-12-01,100,0,0,0,0,0
"03010201","Nottoway",2015-12-08,100,0,0,0,0,0
"03010201","Nottoway",2015-12-15,100,0,0,0,0,0
"03010201","Nottoway",2015-12-22,100,0,0,0,0,0
"03010201","Nottoway",2015-12-29,100,0,0,0,0,0
"03010201","Nottoway",2016-01-05,100,0,0,0,0,0
"03010201","Nottoway",2016-01-12,100,0,0,0,0,0
"03010201","Nottoway",2016-01-19,100,0,0,0,0,0
"03010201","Nottoway",2016-01-26,100,0,0,0,0,0
"03010201","Nottoway",2016-02-02,100,0,0,0,0,0
"03010201","Nottoway",2016-02-09,100,0,0,0,0,0
"03010201","Nottoway",2016-02-16,100,0,0,0,0,0
"03010201","Nottoway",2016-02-23,100,0,0,0,0,0
"03010201","Nottoway",2016-03-01,100,0,0,0,0,0
"03010201","Nottoway",2016-03-08,100,0,0,0,0,0
"03010201","Nottoway",2016-03-15,100,0,0,0,0,0
"03010201","Nottoway",2016-03-22,100,0,0,0,0,0
"03010201","Nottoway",2016-03-29,100,0,0,0,0,0
"03010201","Nottoway",2016-04-05,100,0,0,0,0,0
"03010201","Nottoway",2016-04-12,100,0,0,0,0,0
"03010201","Nottoway",2016-04-19,2.9,97.1,0,0,0,0
"03010201","Nottoway",2016-04-26,2.9,97.1,0,0,0,0
"03010201","Nottoway",2016-05-03,100,0,0,0,0,0
"03010201","Nottoway",2016-05-10,100,0,0,0,0,0
"03010201","Nottoway",2016-05-17,100,0,0,0,0,0
"03010201","Nottoway",2016-05-24,100,0,0,0,0,0
"03010201","Nottoway",2016-05-31,100,0,0,0,0,0
"03010201","Nottoway",2016-06-07,100,0,0,0,0,0
"03010201","Nottoway",2016-06-14,100,0,0,0,0,0
"03010201","Nottoway",2016-06-21,100,0,0,0,0,0
"03010201","Nottoway",2016-06-28,100,0,0,0,0,0
"03010201","Nottoway",2016-07-05,100,0,0,0,0,0
"03010201","Nottoway",2016-07-12,100,0,0,0,0,0
"03010201","Nottoway",2016-07-19,100,0,0,0,0,0
"03010201","Nottoway",2016-07-26,100,0,0,0,0,0
"03010201","Nottoway",2016-08-02,100,0,0,0,0,0
"03010201","Nottoway",2016-08-09,100,0,0,0,0,0
"03010201","Nottoway",2016-08-16,100,0,0,0,0,0
"03010201","Nottoway",2016-08-23,69.52,30.48,0,0,0,0
"03010201","Nottoway",2016-08-30,69.52,30.48,0,0,0,0
"03010201","Nottoway",2016-09-06,0.43,99.57,0,0,0,0
"03010201","Nottoway",2016-09-13,0.43,99.57,0,0,0,0
"03010201","Nottoway",2016-09-20,0.43,99.57,0,0,0,0
"03010201","Nottoway",2016-09-27,44.55,55.45,0,0,0,0
"03010201","Nottoway",2016-10-04,100,0,0,0,0,0
"03010201","Nottoway",2016-10-11,100,0,0,0,0,0
"03010201","Nottoway",2016-10-18,100,0,0,0,0,0
"03010201","Nottoway",2016-10-25,100,0,0,0,0,0
"03010201","Nottoway",2016-11-01,100,0,0,0,0,0
"03010201","Nottoway",2016-11-08,100,0,0,0,0,0
"03010201","Nottoway",2016-11-15,100,0,0,0,0,0
"03010201","Nottoway",2016-11-22,100,0,0,0,0,0
"03010201","Nottoway",2016-11-29,100,0,0,0,0,0
"03010201","Nottoway",2016-12-06,100,0,0,0,0,0
"03010201","Nottoway",2016-12-13,100,0,0,0,0,0
"03010201","Nottoway",2016-12-20,76.49,23.51,0,0,0,0
"03010201","Nottoway",2016-12-27,76.49,23.51,0,0,0,0
"03010201","Nottoway",2017-01-03,76.49,23.51,0,0,0,0
"03010201","Nottoway",2017-01-10,76.49,23.51,0,0,0,0
"03010201","Nottoway",2017-01-17,76.49,23.51,0,0,0,0
"03010201","Nottoway",2017-01-24,100,0,0,0,0,0
"03010201","Nottoway",2017-01-31,100,0,0,0,0,0
"03010201","Nottoway",2017-02-07,100,0,0,0,0,0
"03010201","Nottoway",2017-02-14,15.66,84.34,0,0,0,0
"03010201","Nottoway",2017-02-21,15.66,84.34,0,0,0,0
"03010201","Nottoway",2017-02-28,0,100,0,0,0,0
"03010201","Nottoway",2017-03-07,0,100,0,0,0,0
"03010201","Nottoway",2017-03-14,82.23,10.16,7.61,0,0,0
"03010201","Nottoway",2017-03-21,82.23,10.16,7.61,0,0,0
"03010201","Nottoway",2017-03-28,82.23,10.16,7.61,0,0,0
"03010201","Nottoway",2017-04-04,82.09,10.3,7.61,0,0,0
"03010201","Nottoway",2017-04-11,82.09,10.3,7.61,0,0,0
"03010201","Nottoway",2017-04-18,82.09,10.3,7.61,0,0,0
"03010201","Nottoway",2017-04-25,83.11,16.89,0,0,0,0
"03010201","Nottoway",2017-05-02,100,0,0,0,0,0
"03010201","Nottoway",2017-05-09,100,0,0,0,0,0
"03010201","Nottoway",2017-05-16,100,0,0,0,0,0
"03010201","Nottoway",2017-05-23,100,0,0,0,0,0
"03010201","Nottoway",2017-05-30,100,0,0,0,0,0
"03010201","Nottoway",2017-06-06,100,0,0,0,0,0
"03010201","Nottoway",2017-06-13,100,0,0,0,0,0
"03010201","Nottoway",2017-06-20,100,0,0,0,0,0
"03010201","Nottoway",2017-06-27,100,0,0,0,0,0
"03010201","Nottoway",2017-07-04,100,0,0,0,0,0
"03010201","Nottoway",2017-07-11,100,0,0,0,0,0
"03010201","Nottoway",2017-07-18,100,0,0,0,0,0
"03010201","Nottoway",2017-07-25,57.48,42.52,0,0,0,0
"03010201","Nottoway",2017-08-01,57.48,42.52,0,0,0,0
"03010201","Nottoway",2017-08-08,57.48,42.52,0,0,0,0
"03010201","Nottoway",2017-08-15,65.61,34.39,0,0,0,0
"03010201","Nottoway",2017-08-22,65.61,34.39,0,0,0,0
"03010201","Nottoway",2017-08-29,75.92,24.08,0,0,0,0
"03010201","Nottoway",2017-09-05,100,0,0,0,0,0
"03010201","Nottoway",2017-09-12,100,0,0,0,0,0
"03010201","Nottoway",2017-09-19,100,0,0,0,0,0
"03010201","Nottoway",2017-09-26,100,0,0,0,0,0
"03010201","Nottoway",2017-10-03,71.47,28.53,0,0,0,0
"03010201","Nottoway",2017-10-10,0,98.01,1.99,0,0,0
"03010201","Nottoway",2017-10-17,0,98.01,1.99,0,0,0
"03010201","Nottoway",2017-10-24,0,98.01,1.99,0,0,0
"03010201","Nottoway",2017-10-31,0,98.33,1.67,0,0,0
"03010201","Nottoway",2017-11-07,0,98.33,1.67,0,0,0
"03010201","Nottoway",2017-11-14,0,98.33,1.67,0,0,0
"03010201","Nottoway",2017-11-21,0,98.33,1.67,0,0,0
"03010201","Nottoway",2017-11-28,0,98.33,1.67,0,0,0
"03010201","Nottoway",2017-12-05,0,72.08,27.92,0,0,0
"03010201","Nottoway",2017-12-12,0,72.08,27.92,0,0,0
"03010201","Nottoway",2017-12-19,0,72.08,27.92,0,0,0
"03010201","Nottoway",2017-12-26,0,72.01,27.99,0,0,0
"03010201","Nottoway",2018-01-02,0,35.67,64.33,0,0,0
"03010201","Nottoway",2018-01-09,0,35.67,64.33,0,0,0
"03010201","Nottoway",2018-01-16,0,35.67,64.33,0,0,0
"03010201","Nottoway",2018-01-23,0,35.67,64.33,0,0,0
"03010201","Nottoway",2018-01-30,9.76,45.37,44.87,0,0,0
"03010201","Nottoway",2018-02-06,35.25,19.88,44.87,0,0,0
"03010201","Nottoway",2018-02-13,34.51,20.92,44.57,0,0,0
"03010201","Nottoway",2018-02-20,34.51,28.2,37.29,0,0,0
"03010201","Nottoway",2018-02-27,34.51,28.2,37.29,0,0,0
"03010201","Nottoway",2018-03-06,34.51,28.2,37.29,0,0,0
"03010201","Nottoway",2018-03-13,34.51,29.75,35.74,0,0,0
"03010201","Nottoway",2018-03-20,34.51,29.75,35.74,0,0,0
"03010201","Nottoway",2018-03-27,34.51,29.75,35.74,0,0,0
"03010201","Nottoway",2018-04-03,34.51,29.75,35.74,0,0,0
"03010201","Nottoway",2018-04-10,15.64,22.23,62.13,0,0,0
"03010201","Nottoway",2018-04-17,15.64,25.95,58.41,0,0,0
"03010201","Nottoway",2018-04-24,15.64,25.95,58.41,0,0,0
"03010201","Nottoway",2018-05-01,15.64,25.95,58.41,0,0,0
"03010201","Nottoway",2018-05-08,15.64,25.95,58.41,0,0,0
"03010201","Nottoway",2018-05-15,15.64,25.95,58.41,0,0,0
"03010201","Nottoway",2018-05-22,56.22,43.78,0,0,0,0
"03010201","Nottoway",2018-05-29,56.22,43.78,0,0,0,0
"03010201","Nottoway",2018-06-05,100,0,0,0,0,0
"03010201","Nottoway",2018-06-12,100,0,0,0,0,0
"03010201","Nottoway",2018-06-19,100,0,0,0,0,0
"03010201","Nottoway",2018-06-26,100,0,0,0,0,0
"03010201","Nottoway",2018-07-03,100,0,0,0,0,0
"03010201","Nottoway",2018-07-10,100,0,0,0,0,0
"03010201","Nottoway",2018-07-17,100,0,0,0,0,0
"03010201","Nottoway",2018-07-24,100,0,0,0,0,0
"03010201","Nottoway",2018-07-31,100,0,0,0,0,0
"03010201","Nottoway",2018-08-07,100,0,0,0,0,0
"03010201","Nottoway",2018-08-14,100,0,0,0,0,0
"03010201","Nottoway",2018-08-21,100,0,0,0,0,0
"03010201","Nottoway",2018-08-28,100,0,0,0,0,0
"03010201","Nottoway",2018-09-04,100,0,0,0,0,0
"03010201","Nottoway",2018-09-11,100,0,0,0,0,0
"03010201","Nottoway",2018-09-18,100,0,0,0,0,0
"03010201","Nottoway",2018-09-25,100,0,0,0,0,0
"03010201","Nottoway",2018-10-02,100,0,0,0,0,0
"03010201","Nottoway",2018-10-09,100,0,0,0,0,0
"03010201","Nottoway",2018-10-16,100,0,0,0,0,0
"03010201","Nottoway",2018-10-23,100,0,0,0,0,0
"03010201","Nottoway",2018-10-30,100,0,0,0,0,0
"03010201","Nottoway",2018-11-06,100,0,0,0,0,0
"03010201","Nottoway",2018-11-13,100,0,0,0,0,0
"03010201","Nottoway",2018-11-20,100,0,0,0,0,0
"03010201","Nottoway",2018-11-27,100,0,0,0,0,0
"03010201","Nottoway",2018-12-04,100,0,0,0,0,0
"03010201","Nottoway",2018-12-11,100,0,0,0,0,0
"03010201","Nottoway",2018-12-18,100,0,0,0,0,0
"03010201","Nottoway",2018-12-25,100,0,0,0,0,0
"03010201","Nottoway",2019-01-01,100,0,0,0,0,0
"03010201","Nottoway",2019-01-08,100,0,0,0,0,0
"03010201","Nottoway",2019-01-15,100,0,0,0,0,0
"03010201","Nottoway",2019-01-22,100,0,0,0,0,0
"03010201","Nottoway",2019-01-29,100,0,0,0,0,0
"03010201","Nottoway",2019-02-05,100,0,0,0,0,0
"03010201","Nottoway",2019-02-12,100,0,0,0,0,0
"03010201","Nottoway",2019-02-19,100,0,0,0,0,0
"03010201","Nottoway",2019-02-26,100,0,0,0,0,0
"03010201","Nottoway",2019-03-05,100,0,0,0,0,0
"03010201","Nottoway",2019-03-12,100,0,0,0,0,0
"03010201","Nottoway",2019-03-19,100,0,0,0,0,0
"03010201","Nottoway",2019-03-26,100,0,0,0,0,0
"03010201","Nottoway",2019-04-02,100,0,0,0,0,0
"03010201","Nottoway",2019-04-09,100,0,0,0,0,0
"03010201","Nottoway",2019-04-16,100,0,0,0,0,0
"03010201","Nottoway",2019-04-23,100,0,0,0,0,0
"03010201","Nottoway",2019-04-30,100,0,0,0,0,0
"03010201","Nottoway",2019-05-07,100,0,0,0,0,0
"03010201","Nottoway",2019-05-14,100,0,0,0,0,0
"03010201","Nottoway",2019-05-21,100,0,0,0,0,0
"03010201","Nottoway",2019-05-28,5.57,94.43,0,0,0,0
"03010201","Nottoway",2019-06-04,5.57,94.43,0,0,0,0
"03010201","Nottoway",2019-06-11,100,0,0,0,0,0
"03010201","Nottoway",2019-06-18,100,0,0,0,0,0
"03010201","Nottoway",2019-06-25,100,0,0,0,0,0
"03010201","Nottoway",2019-07-02,100,0,0,0,0,0
"03010201","Nottoway",2019-07-09,100,0,0,0,0,0
"03010201","Nottoway",2019-07-16,100,0,0,0,0,0
"03010201","Nottoway",2019-07-23,100,0,0,0,0,0
"03010201","Nottoway",2019-07-30,100,0,0,0,0,0
"03010201","Nottoway",2019-08-06,100,0,0,0,0,0
"03010201","Nottoway",2019-08-13,96.37,3.63,0,0,0,0
"03010201","Nottoway",2019-08-20,96.37,3.63,0,0,0,0
"03010201","Nottoway",2019-08-27,41.63,58.37,0,0,0,0
"03010201","Nottoway",2019-09-03,23.86,76.14,0,0,0,0
"03010201","Nottoway",2019-09-10,14.27,82.75,2.98,0,0,0
"03010201","Nottoway",2019-09-17,13.87,83.15,2.98,0,0,0
"03010201","Nottoway",2019-09-24,0,40.31,59.69,0,0,0
"03010201","Nottoway",2019-10-01,0,38.85,61.15,0,0,0
"03010201","Nottoway",2019-10-08,0,38.74,61.26,0,0,0
"03010201","Nottoway",2019-10-15,0,0.650000000000006,99.35,0,0,0
"03010201","Nottoway",2019-10-22,33.76,19.75,46.49,0,0,0
"03010201","Nottoway",2019-10-29,32.61,20.9,46.49,0,0,0
"03010201","Nottoway",2019-11-05,38.69,25.8,35.51,0,0,0
"03010201","Nottoway",2019-11-12,38.69,25.8,35.51,0,0,0
"03010201","Nottoway",2019-11-19,41.95,22.54,35.51,0,0,0
"03010201","Nottoway",2019-11-26,43.25,56.75,0,0,0,0
"03010201","Nottoway",2019-12-03,100,0,0,0,0,0
"03010201","Nottoway",2019-12-10,100,0,0,0,0,0
"03010201","Nottoway",2019-12-17,100,0,0,0,0,0
"03010201","Nottoway",2019-12-24,100,0,0,0,0,0
"03010201","Nottoway",2019-12-31,100,0,0,0,0,0
"03010201","Nottoway",2020-01-07,100,0,0,0,0,0
"03010201","Nottoway",2020-01-14,100,0,0,0,0,0
"03010201","Nottoway",2020-01-21,100,0,0,0,0,0
"03010201","Nottoway",2020-01-28,100,0,0,0,0,0
"03010201","Nottoway",2020-02-04,100,0,0,0,0,0
"03010201","Nottoway",2020-02-11,100,0,0,0,0,0
"03010201","Nottoway",2020-02-18,100,0,0,0,0,0
"03010201","Nottoway",2020-02-25,100,0,0,0,0,0
"03010201","Nottoway",2020-03-03,100,0,0,0,0,0
"03010201","Nottoway",2020-03-10,100,0,0,0,0,0
"03010201","Nottoway",2020-03-17,100,0,0,0,0,0
"03010201","Nottoway",2020-03-24,100,0,0,0,0,0
"03010201","Nottoway",2020-03-31,100,0,0,0,0,0
"03010201","Nottoway",2020-04-07,100,0,0,0,0,0
"03010201","Nottoway",2020-04-14,100,0,0,0,0,0
"03010201","Nottoway",2020-04-21,100,0,0,0,0,0
"03010201","Nottoway",2020-04-28,100,0,0,0,0,0
"03010201","Nottoway",2020-05-05,100,0,0,0,0,0
"03010201","Nottoway",2020-05-12,100,0,0,0,0,0
"03010201","Nottoway",2020-05-19,100,0,0,0,0,0
"03010201","Nottoway",2020-05-26,100,0,0,0,0,0
"03010201","Nottoway",2020-06-02,100,0,0,0,0,0
"03010201","Nottoway",2020-06-09,100,0,0,0,0,0
"03010201","Nottoway",2020-06-16,100,0,0,0,0,0
"03010201","Nottoway",2020-06-23,100,0,0,0,0,0
"03010201","Nottoway",2020-06-30,100,0,0,0,0,0
"03010201","Nottoway",2020-07-07,100,0,0,0,0,0
"03010201","Nottoway",2020-07-14,100,0,0,0,0,0
"03010201","Nottoway",2020-07-21,100,0,0,0,0,0
"03010201","Nottoway",2020-07-28,31.35,68.65,0,0,0,0
"03010201","Nottoway",2020-08-04,100,0,0,0,0,0
"03010201","Nottoway",2020-08-11,100,0,0,0,0,0
"03010201","Nottoway",2020-08-18,100,0,0,0,0,0
"03010201","Nottoway",2020-08-25,100,0,0,0,0,0
"03010201","Nottoway",2020-09-01,100,0,0,0,0,0
"03010201","Nottoway",2020-09-08,100,0,0,0,0,0
"03010201","Nottoway",2020-09-15,100,0,0,0,0,0
"03010201","Nottoway",2020-09-22,100,0,0,0,0,0
"03010201","Nottoway",2020-09-29,100,0,0,0,0,0
"03010201","Nottoway",2020-10-06,100,0,0,0,0,0
"03010201","Nottoway",2020-10-13,100,0,0,0,0,0
"03010201","Nottoway",2020-10-20,100,0,0,0,0,0
"03010201","Nottoway",2020-10-27,100,0,0,0,0,0
"03010201","Nottoway",2020-11-03,100,0,0,0,0,0
"03010201","Nottoway",2020-11-10,100,0,0,0,0,0
"03010201","Nottoway",2020-11-17,100,0,0,0,0,0
"03010201","Nottoway",2020-11-24,100,0,0,0,0,0
"03010201","Nottoway",2020-12-01,100,0,0,0,0,0
"03010201","Nottoway",2020-12-08,100,0,0,0,0,0
"03010201","Nottoway",2020-12-15,100,0,0,0,0,0
"03010201","Nottoway",2020-12-22,100,0,0,0,0,0
"03010201","Nottoway",2020-12-29,100,0,0,0,0,0
"03010201","Nottoway",2021-01-05,100,0,0,0,0,0
"03010201","Nottoway",2021-01-12,100,0,0,0,0,0
"03010201","Nottoway",2021-01-19,100,0,0,0,0,0
"03010201","Nottoway",2021-01-26,100,0,0,0,0,0
"03010201","Nottoway",2021-02-02,100,0,0,0,0,0
"03010201","Nottoway",2021-02-09,100,0,0,0,0,0
"03010201","Nottoway",2021-02-16,100,0,0,0,0,0
"03010201","Nottoway",2021-02-23,100,0,0,0,0,0
"03010201","Nottoway",2021-03-02,100,0,0,0,0,0
"03010201","Nottoway",2021-03-09,100,0,0,0,0,0
"03010201","Nottoway",2021-03-16,100,0,0,0,0,0
"03010201","Nottoway",2021-03-23,100,0,0,0,0,0
"03010201","Nottoway",2021-03-30,100,0,0,0,0,0
"03010201","Nottoway",2021-04-06,100,0,0,0,0,0
"03010201","Nottoway",2021-04-13,100,0,0,0,0,0
"03010201","Nottoway",2021-04-20,100,0,0,0,0,0
"03010201","Nottoway",2021-04-27,100,0,0,0,0,0
"03010201","Nottoway",2021-05-04,100,0,0,0,0,0
"03010201","Nottoway",2021-05-11,86.12,13.88,0,0,0,0
"03010201","Nottoway",2021-05-18,0,100,0,0,0,0
"03010201","Nottoway",2021-05-25,0,64.38,35.62,0,0,0
"03010201","Nottoway",2021-06-01,0,56.36,43.64,0,0,0
"03010201","Nottoway",2021-06-08,0,91.98,8.02,0,0,0
"03010201","Nottoway",2021-06-15,91.98,8.02,0,0,0,0
"03010201","Nottoway",2021-06-22,91.98,8.02,0,0,0,0
"03010201","Nottoway",2021-06-29,91.98,8.02,0,0,0,0
"03010201","Nottoway",2021-07-06,31.94,67.26,0.8,0,0,0
"03010201","Nottoway",2021-07-13,100,0,0,0,0,0
"03010201","Nottoway",2021-07-20,100,0,0,0,0,0
"03010201","Nottoway",2021-07-27,100,0,0,0,0,0
"03010201","Nottoway",2021-08-03,100,0,0,0,0,0
"03010201","Nottoway",2021-08-10,100,0,0,0,0,0
"03010201","Nottoway",2021-08-17,100,0,0,0,0,0
"03010201","Nottoway",2021-08-24,100,0,0,0,0,0
"03010202","Blackwater",2000-01-04,100,0,0,0,0,0
"03010202","Blackwater",2000-01-11,100,0,0,0,0,0
"03010202","Blackwater",2000-01-18,100,0,0,0,0,0
"03010202","Blackwater",2000-01-25,100,0,0,0,0,0
"03010202","Blackwater",2000-02-01,100,0,0,0,0,0
"03010202","Blackwater",2000-02-08,100,0,0,0,0,0
"03010202","Blackwater",2000-02-15,100,0,0,0,0,0
"03010202","Blackwater",2000-02-22,100,0,0,0,0,0
"03010202","Blackwater",2000-02-29,100,0,0,0,0,0
"03010202","Blackwater",2000-03-07,100,0,0,0,0,0
