"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","QwSysName","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","QwWellChars","QwWellCharsDesc","QwWellType","QwWellTypeDesc","QwWellPurpose","QwWellPurposeDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","LithDataProvider","ConstDataProvider","Link"
"NCDWR","P21K4","North Carolina Department of Environmental Quality Division of Water Resources","Wilmar","35.381484","-77.087762","NAD83","GPS","<.05","39.208","1","Feet","NAVD88","Trimble R10","<.1 ft","200","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**21K4&tl=1"
"NCDWR","P21K5","North Carolina Department of Environmental Quality Division of Water Resources","Wilmar","35.381484","-77.087762","NAD83","GPS","<.05","39.915","1","Feet","NAVD88","Trimble R10","<.1 ft","918","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**21K5&tl=1"
"NCDWR","P21K6","North Carolina Department of Environmental Quality Division of Water Resources","Wilmar","35.381484","-77.087762","NAD83","GPS","<.05","39.885","1","Feet","NAVD88","Trimble R10","<.1 ft","200","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**21K6&tl=1"
"NCDWR","P21K7","North Carolina Department of Environmental Quality Division of Water Resources","Wilmar","35.381484","-77.087762","NAD83","GPS","<.05","39.547","1","Feet","NAVD88","Trimble R10","<.1 ft","320","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**21K7&tl=1"
"NCDWR","P17I9","North Carolina Department of Environmental Quality Division of Water Resources","Lee Creek","35.38645","-76.783141","NAD83","GPS","<.05","21.491","1","Feet","NAVD88","Trimble R10","<.1 ft","946","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17I9&tl=1"
"NCDWR","P17I7","North Carolina Department of Environmental Quality Division of Water Resources","Lee Creek","35.386451","-76.783141","NAD83","GPS","<.05","21.881","1","Feet","NAVD88","Trimble R10","<.1 ft","72","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Ty","Yorktown","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17I7&tl=1"
"NCDWR","P17I12","North Carolina Department of Environmental Quality Division of Water Resources","Lee Creek","35.386451","-76.783141","NAD83","GPS","<.05","22.091","1","Feet","NAVD88","Trimble R10","<.1 ft","494","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17I12&tl=1"
"NCDWR","P17I13","North Carolina Department of Environmental Quality Division of Water Resources","Lee Creek","35.386451","-76.783141","NAD83","GPS","<.05","21.801","1","Feet","NAVD88","Trimble R10","<.1 ft","41","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17I13&tl=1"
"NCDWR","P17I6","North Carolina Department of Environmental Quality Division of Water Resources","Lee Creek","35.386451","-76.783141","NAD83","GPS","<.05","22.111","1","Feet","NAVD88","Trimble R10","<.1 ft","336","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17I6&tl=1"
"NCDWR","P17E1","North Carolina Department of Environmental Quality Division of Water Resources","Whitley Farms","35.400578","-76.832719","NAD83","GPS","<.05","11.763","1","Feet","NAVD88","Trimble R10","<.1 ft","186","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17E1&tl=1"
"NCDWR","P17E2","North Carolina Department of Environmental Quality Division of Water Resources","Whitley Farms","35.400578","-76.832719","NAD83","GPS","<.05","12.243","1","Feet","NAVD88","Trimble R10","<.1 ft","370","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17E2&tl=1"
"NCDWR","P17E3","North Carolina Department of Environmental Quality Division of Water Resources","Whitley Farms","35.400578","-76.832719","NAD83","GPS","<.05","12.543","1","Feet","NAVD88","Trimble R10","<.1 ft","49","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Ty","Yorktown","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17E3&tl=1"
"NCDWR","P17E5","North Carolina Department of Environmental Quality Division of Water Resources","Whitley Farms","35.40096","-76.83281","NAD83","GPS","<.05","11.763","1","Feet","NAVD88","Trimble R10","<.1 ft","35","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=P**17E5&tl=1"
"NCDWR","O15N3","North Carolina Department of Environmental Quality Division of Water Resources","Winsteadville","35.463721","-76.635736","NAD83","GPS","<.05","1.137","1","Feet","NAVD88","Trimble R10","<.1 ft","80","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=O**15N3&tl=1"
"NCDWR","O15N5","North Carolina Department of Environmental Quality Division of Water Resources","Winsteadville","35.463721","-76.635736","NAD83","GPS","<.05","1.407","1","Feet","NAVD88","Trimble R10","<.1 ft","430","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=O**15N5&tl=1"
"NCDWR","O17I1","North Carolina Department of Environmental Quality Division of Water Resources","Bath","35.473171","-76.78261","NAD83","GPS","<.05","5.13","1","Feet","NAVD88","Trimble R10","<.1 ft","55","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Ty","Yorktown","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=O**17I1&tl=1"
"NCDWR","O17I2","North Carolina Department of Environmental Quality Division of Water Resources","Bath","35.473171","-76.78261","NAD83","GPS","<.05","6.09","1","Feet","NAVD88","Trimble R10","<.1 ft","190","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=O**17I2&tl=1"
"NCDWR","N15X5","North Carolina Department of Environmental Quality Division of Water Resources","Hubs Rec","35.51658","-76.650011","NAD83","GPS","<.05","1.543","1","Feet","NAVD88","Trimble R10","<.1 ft","400","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","013","Beaufort County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=N**15X5&tl=1"
"NCDWR","M21K2","North Carolina Department of Environmental Quality Division of Water Resources","Washington","35.629622","-77.088938","NAD83","GPS","<.05","36.186","1","Feet","NAVD88","Trimble R10","<.1 ft","82","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","013","Beaufort County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=M**21K2&tl=1"
"NCDWR","L15T2","North Carolina Department of Environmental Quality Division of Water Resources","D Canal Road","35.68587","-76.5971","NAD83","GPS","<.05","9.14","1","Feet","NAVD88","Trimble R10","<.1 ft","590","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","095","Hyde County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=L**15T2&tl=1"
"NCDWR","L15T3","North Carolina Department of Environmental Quality Division of Water Resources","D Canal Road","35.68587","-76.5971","NAD83","GPS","<.05","9.01","1","Feet","NAVD88","Trimble R10","<.1 ft","28","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","095","Hyde County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=L**15T3&tl=1"
"NCDWR","L15T4","North Carolina Department of Environmental Quality Division of Water Resources","D Canal Road","35.68587","-76.5971","NAD83","GPS","<.05","8.72","1","Feet","NAVD88","Trimble R10","<.1 ft","360","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","095","Hyde County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=L**15T4&tl=1"
"NCDWR","L15T5","North Carolina Department of Environmental Quality Division of Water Resources","D Canal Road","35.68587","-76.5971","NAD83","GPS","<.05","8.36","1","Feet","NAVD88","Trimble R10","<.1 ft","295","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","095","Hyde County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=L**15T5&tl=1"
"USGS","354418076463601","U.S. Geological Survey","WS-100 (NC-158) NR HOKE, NC (SURFICIAL)","35.7388888888889","-76.7752777777778","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","33.33","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- .01 ft","15.53","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","187","Washington County","110QPLC","Post Miocene (Quaternary + Pliocene) Rocks","WELL","UNCONFINED","","0","No","","","","","","","","","","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=354418076463601&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"NCDWR","K17A8","North Carolina Department of Environmental Quality Division of Water Resources","Plymouth","35.82388","-76.758325","NAD83","GPS","<.05","32.631","1","Feet","NAVD88","Trimble R10","<.1 ft","185","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","187","Washington County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=K**17A8&tl=1"
"NCDWR","K17A2","North Carolina Department of Environmental Quality Division of Water Resources","Plymouth","35.82388","-76.758325","NAD83","GPS","<.05","32.341","1","Feet","NAVD88","Trimble R10","<.1 ft","56","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","187","Washington County","Ty","Yorktown","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=K**17A2&tl=1"
"NCDWR","K17A4","North Carolina Department of Environmental Quality Division of Water Resources","Plymouth","35.82388","-76.758325","NAD83","GPS","<.05","32.501","1","Feet","NAVD88","Trimble R10","<.1 ft","320","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","187","Washington County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=K**17A4&tl=1"
"NCDWR","K17A5","North Carolina Department of Environmental Quality Division of Water Resources","Plymouth","35.82388","-76.758325","NAD83","GPS","<.05","32.611","1","Feet","NAVD88","Trimble R10","<.1 ft","230","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","187","Washington County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=K**17A5&tl=1"
"NCDWR","K17A9","North Carolina Department of Environmental Quality Division of Water Resources","Plymouth","35.82388","-76.758325","NAD83","GPS","<.05","32.601","1","Feet","NAVD88","Trimble R10","<.1 ft","18","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","187","Washington County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=K**17A9&tl=1"
"NCDWR","H20T8","North Carolina Department of Environmental Quality Division of Water Resources","Windsor","36.03293","-77.01276","NAD83","GPS","<.05","44.43","1","Feet","NAVD88","Trimble R10","<.1 ft","35","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","015","Bertie County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=H**20T8&tl=1"
"NCDWR","H20T9","North Carolina Department of Environmental Quality Division of Water Resources","Windsor","36.03293","-77.01276","NAD83","GPS","<.05","44.54","1","Feet","NAVD88","Trimble R10","<.1 ft","185","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","015","Bertie County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=H**20T9&tl=1"
"NCDWR","H20T7","North Carolina Department of Environmental Quality Division of Water Resources","Windsor","36.03293","-77.01276","NAD83","GPS","<.05","44.037","1","Feet","NAVD88","Trimble R10","<.1 ft","60","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","015","Bertie County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=H**20T7&tl=1"
"NCDWR","U34B6","North Carolina Department of Environmental Quality Division of Water Resources","Turkey","34.988899","-78.189357","NAD83","GPS","<.05","137.856","1","Feet","NAVD88","Trimble R10","<.1 ft","264","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","163","Sampson County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=U**34B6&tl=1"
"NCDWR","T29G10","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","126.864","1","Feet","NAVD88","Trimble R10","<.1 ft","592","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","061","Duplin County","Klcf","Lower Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G10&tl=1"
"NCDWR","T29G11","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","127.034","1","Feet","NAVD88","Trimble R10","<.1 ft","25","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","061","Duplin County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G11&tl=1"
"NCDWR","T29G12","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","126.754","1","Feet","NAVD88","Trimble R10","<.1 ft","474","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","061","Duplin County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G12&tl=1"
"NCDWR","T29G3","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","125.934","1","Feet","NAVD88","Trimble R10","<.1 ft","136","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","061","Duplin County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G3&tl=1"
"NCDWR","T29G4","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","126.024","1","Feet","NAVD88","Trimble R10","<.1 ft","396","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","061","Duplin County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G4&tl=1"
"NCDWR","T29G5","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","126.484","1","Feet","NAVD88","Trimble R10","<.1 ft","256","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","061","Duplin County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G5&tl=1"
"NCDWR","T29G7","North Carolina Department of Environmental Quality Division of Water Resources","Pink Hill","35.056327","-77.807143","NAD83","GPS","<.05","126.304","1","Feet","NAVD88","Trimble R10","<.1 ft","17","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","061","Duplin County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**29G7&tl=1"
"NCDWR","R29T4","North Carolina Department of Environmental Quality Division of Water Resources","Moss Hill","35.19616","-77.752824","NAD83","GPS","<.05","100.328","1","Feet","NAVD88","Trimble R10","<.1 ft","415","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**29T4&tl=1"
"NCDWR","R31C1","North Carolina Department of Environmental Quality Division of Water Resources","Sleepy Creek","35.244508","-77.963034","NAD83","GPS","<.05","137.539","1","Feet","NAVD88","Trimble R10","<.1 ft","72","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","191","Wayne County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**31C1&tl=1"
